potential_total_value_of_award,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code
120745.35,MASSACHUSETTS,A,F999,C,00A2: RCRA:  WASTE MINIMIZATION & RECYCLING,f,f,f,O
1886053,MISSOURI,A,R410,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,f,f,O
658613.61,VIRGINIA,A,B504,C,"0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0052: CRIMINAL ENFORCEMENT;0053: DRINKING WATER PROGRAMS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00D9: TRIBAL - CAPACITY BUILDING",f,f,f,O
248748,PENNSYLVANIA,A,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
38010,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
61335.6,VIRGINIA,G,6640,B,0062: FORENSICS SUPPORT,f,f,f,O
114708.17,ILLINOIS,F,6640,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
22129.8,CALIFORNIA,G,D399,B,00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,f,f,f,O
103930.64,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
100000000,TENNESSEE,A,R499,,0000: UNKNOWN,f,f,f,O
248450,OREGON,F,R499,B,"00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00F5: HUMAN RESOURCES MANAGEMENT",f,f,f,O
135543171,NEW YORK,A,C219,D,0000: UNKNOWN;0079: BROWNFIELDS PROJECTS;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;0402: SUPERFUND:  REMEDIAL;3079: BROWNFIELDS PROJECTS,f,f,f,O
223108,NORTH CAROLINA,A,F115,A,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;00NE: LOW EMISSIONS ELECTRIC,f,f,f,O
1382235,DISTRICT OF COLUMBIA,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
35992,PENNSYLVANIA,A,R499,C,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,f,f,f,O
4533060.65,CALIFORNIA,A,U006,A,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS;00D2: SUPERFUND:  REMEDIAL",f,f,f,O
85000,LOUISIANA,G,6640,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
5776500000,VIRGINIA,A,F115,,,f,f,f,O
3600000,MISSOURI,G,R799,,,f,t,f,S
23382156.08,VIRGINIA,A,R499,C,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM;00CG: AIR POLLUTION;00ME: METHANE EMISSIONS;00ME: METHANE EMISSIONS AND WASTE RED,f,f,f,O
14224426,NORTH CAROLINA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00C4: STRATOSPHERIC OZONE: DOMESTIC PROGRAMS;00CG: AIR POLLUTION;00ME: METHANE EMISSIONS;00ME: METHANE EMISSIONS AND WASTE RED,f,f,f,O
678457,MASSACHUSETTS,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
114844.7,ALABAMA,D,J049,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
110000,OHIO,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,t,f,S
104626.56,VIRGINIA,A,B528,A,0097: RADIATION:  PROTECTION,t,f,f,S
44347.29,ILLINOIS,A,R429,C,00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS,f,f,f,O
271268,OHIO,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
103152,MARYLAND,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,f,f,S
220571,PENNSYLVANIA,A,R499,C,0017: CATEGORICAL GRANT:  TRIBAL AIR QUALITY MANAGEMENT;0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,f,f,f,O
45189.91,MASSACHUSETTS,F,5855,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
190591,MASSACHUSETTS,A,R408,A,0000: UNKNOWN;0044: CIVIL ENFORCEMENT;0046: CLIMATE PROTECTION PROGRAM;0050: COMPLIANCE MONITORING;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O
81331.56,GEORGIA,A,R429,C,00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1050665.43,ALABAMA,D,R499,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,f,t,f,S
38497.25,UTAH,C,R499,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
49494.72,TENNESSEE,A,F115,A,0099: RCRA: CORRECTIVE ACTION,f,f,f,S
18453.4,CALIFORNIA,A,B510,C,0000: UNKNOWN;0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
9616628.8,VIRGINIA,A,DF01,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,t,f,S
69447,NEW HAMPSHIRE,F,6635,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",t,f,f,S
905570,MASSACHUSETTS,C,F999,,,f,f,f,O
103370.2,TEXAS,F,6640,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,t,f,S
147216.59,NORTH CAROLINA,A,F101,A,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
985889,VIRGINIA,A,R499,C,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
0,MASSACHUSETTS,A,F112,,,t,f,f,S
441505,CALIFORNIA,A,F099,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,O
1722697.91,VIRGINIA,A,R608,A,00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,O
18393,MISSOURI,F,U001,B,00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,t,t,f,S
161983.02,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
102909,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
449238.18,GEORGIA,A,R429,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
82069.58,VIRGINIA,A,R499,C,0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
1950303.1,TEXAS,D,AJ11,C,0054: ENDOCRINE DISRUPTORS;0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S
600448.72,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
105000000,CALIFORNIA,A,R425,,,f,f,f,O
1471795.8,VIRGINIA,D,R499,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,S
8025841.26,TEXAS,A,S216,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0052: CRIMINAL ENFORCEMENT;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F3: ACQUISITION MANAGEMENT;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT;00F9: LEGAL ADVICE: ENVIRONMENTAL PROGRAM;00G4: REGIONAL SCIENCE AND TECHNOLOGY;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK;00J3: PESTICIDES: REALIZE THE VALUE OF PESTICIDE AVAILABILITY,f,t,f,S
698310,NORTH CAROLINA,A,F101,A,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
6148855,COLORADO,A,R429,C,0079: BROWNFIELDS PROJECTS,f,f,f,O
607691,TENNESSEE,A,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
572536,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
1201144.26,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
10223.49,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
249750,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
400000,MICHIGAN,,6830,,,f,f,f,O
182311.36,MISSOURI,A,R799,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,S
363000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
72038.9,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
306430.16,MASSACHUSETTS,A,R499,C,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
283904.3,MINNESOTA,A,D317,C,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT,f,f,f,O
13408,ILLINOIS,F,6640,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
149252,MASSACHUSETTS,A,F999,C,0000: UNKNOWN;0099: RCRA: CORRECTIVE ACTION,f,f,f,O
100000000,VIRGINIA,A,F999,,00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00D8: TRI / RIGHT TO KNOW,f,f,f,O
249584.52,MAINE,G,B516,,,f,t,f,O
3832.97,NEW JERSEY,C,7110,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,f,O
2313270.92,VIRGINIA,A,B528,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,O
143766.03,VIRGINIA,A,7A21,A,0095: POLLUTION PREVENTION PROGRAM;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,O
26099.34,VIRGINIA,A,6630,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,S
37158.59,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
249695,NORTH CAROLINA,A,7A21,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,f,f,S
50000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
178641.57,NORTH CAROLINA,A,F999,A,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O
676868.18,MARYLAND,A,R499,C,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;00CG: AIR POLLUTION,f,f,f,O
10343333.4,VIRGINIA,B,S206,D,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
16620,TEXAS,C,6640,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,S
949316.22,MARYLAND,D,C214,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
286164.66,WISCONSIN,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,t,f,S
257090,OHIO,A,F999,A,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT;00MT: FENCELINE AIR MONITORING AND SCREENING AIR MONITORING,f,f,f,O
33774.01,ILLINOIS,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1211272.33,TEXAS,D,AH51,C,0054: ENDOCRINE DISRUPTORS;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00J7: GREAT LAKES RESTORATION;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S
26457,SOUTH CAROLINA,C,6640,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
146169,MASSACHUSETTS,A,R408,A,0062: FORENSICS SUPPORT,f,f,f,O
76936.02,VIRGINIA,A,F115,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
12644,CONNECTICUT,G,J066,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
22800,NEW YORK,C,7A21,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
556118.94,MARYLAND,D,R408,C,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION;1007: GREAT LAKES RESTORATION,f,f,t,S
2854837.68,CALIFORNIA,A,B510,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
647263,ALABAMA,D,R499,C,00F8: IT / DATA MANAGEMENT,f,t,f,S
251883.59,CALIFORNIA,F,6630,B,0000: UNKNOWN;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
117980.56,SOUTH DAKOTA,D,7A21,C,"00G2: AUDITS, EVALUATIONS, AND INVESTIGATIONS",t,f,f,O
6155180.46,COLORADO,A,F115,C,0079: BROWNFIELDS PROJECTS,f,f,f,S
1205000000,VIRGINIA,A,F108,,0000: UNKNOWN,f,t,f,S
645014,MASSACHUSETTS,A,F999,C,00J7: GREAT LAKES RESTORATION,f,f,f,O
90813.21,ALABAMA,D,Z2AA,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
159805.16,MASSACHUSETTS,A,J066,C,0000: UNKNOWN;0084: HUMAN HEALTH RISK ASSESSMENT;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
16000,NEW YORK,G,U005,B,00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,O
250000,TEXAS,G,7B22,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
799100,KENTUCKY,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1154335,CALIFORNIA,A,R499,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,t,f,S
41175,NORTH CAROLINA,A,6640,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
76235,MASSACHUSETTS,C,F999,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
740000,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
2070000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
26581.6,SOUTH DAKOTA,A,7K20,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,t,f,f,S
845192.95,NEW JERSEY,A,F999,A,0086: LUST / UST,f,f,f,S
51985,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
450000,OHIO,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
84071156.16,NORTH CAROLINA,D,R408,C,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,S
53865,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
1152401,VIRGINIA,A,F999,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,O
236813.63,FLORIDA,G,J066,B,0054: ENDOCRINE DISRUPTORS;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
3046751.65,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
6462.43,PENNSYLVANIA,A,R429,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
3779739.1,MARYLAND,B,D399,D,0000: UNKNOWN;00F3: ACQUISITION MANAGEMENT,t,t,f,S
513760,DISTRICT OF COLUMBIA,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
58734.44,PENNSYLVANIA,F,7A21,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S
15820,OHIO,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,f,f,S
26440,DISTRICT OF COLUMBIA,C,Q999,B,00J7: GREAT LAKES RESTORATION,f,f,f,O
311143.23,DELAWARE,A,6640,C,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION,f,f,f,O
1019891.13,FLORIDA,B,T016,D,00F8: IT / DATA MANAGEMENT,f,t,f,S
28034.06,DISTRICT OF COLUMBIA,F,R499,B,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,t,t,f,S
716294,MASSACHUSETTS,A,R425,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
748207.24,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
130985.74,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
0,COLORADO,D,R425,C,,t,f,f,S
426601.48,ILLINOIS,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
14106.75,MASSACHUSETTS,C,H258,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
5214693,TEXAS,A,W099,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,f,f,S
1427360.22,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
10000000,DISTRICT OF COLUMBIA,A,C212,,0000: UNKNOWN,f,f,f,O
11653.74,NEW JERSEY,A,7110,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
30825,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
139036.77,NORTH CAROLINA,A,B504,C,0000: UNKNOWN;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
128440,MASSACHUSETTS,A,R425,C,0053: DRINKING WATER PROGRAMS;00D4: SURFACE WATER PROTECTION;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
14400,CALIFORNIA,C,F110,B,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING,f,f,f,O
12136.3,VIRGINIA,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
65848.13,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
3131193.73,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
140052.74,VIRGINIA,D,AJ31,C,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
40544.81,CALIFORNIA,A,B510,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
3957220.34,NORTH CAROLINA,A,R410,A,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
11618221,NORTH CAROLINA,A,R499,C,0000: UNKNOWN;0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION,f,f,f,O
103950,ILLINOIS,F,B599,B,0084: HUMAN HEALTH RISK ASSESSMENT;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,t,f,S
1001550,KANSAS,D,D399,C,0000: UNKNOWN;0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),t,t,f,S
99771.36,PENNSYLVANIA,D,AJ11,D,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,S
5307160,TEXAS,D,B510,C,00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,S
82506.25,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
125778,CALIFORNIA,F,6640,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
366127.41,VIRGINIA,D,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,t,f,S
140567,VIRGINIA,A,R499,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
819013,VIRGINIA,A,R499,C,0000: UNKNOWN;00D4: SURFACE WATER PROTECTION,f,f,f,O
86068.17,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
24339.58,TEXAS,F,7G22,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,t,f,f,S
21159,MASSACHUSETTS,G,J066,B,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
371910,VIRGINIA,A,B528,C,0053: DRINKING WATER PROGRAMS;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION,f,f,f,O
898080.29,MARYLAND,D,F999,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S
316775.71,VIRGINIA,D,T001,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,f,f,S
183462.13,VIRGINIA,C,F999,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
441579,OHIO,A,AJ12,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
5875355.34,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
61004,GEORGIA,G,H299,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
211650,MICHIGAN,A,F999,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
15356.64,FLORIDA,F,DG11,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,S
472581.41,DELAWARE,A,6640,C,"0043: BROWNFIELDS;0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0053: DRINKING WATER PROGRAMS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0086: LUST / UST;0090: NEPA IMPLEMENTATION;0095: POLLUTION PREVENTION PROGRAM;00A1: RCRA:  WASTE MANAGEMENT;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00D9: TRIBAL - CAPACITY BUILDING;00E2: WETLANDS;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F9: LEGAL ADVICE: ENVIRONMENTAL PROGRAM;00G1: LEGAL ADVICE: SUPPORT PROGRAM;00H2: SUPERFUND: FEDERAL FACILITIES ENFORCEMENT;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK",f,f,f,O
200000,KENTUCKY,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
401100,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1082419,OHIO,A,F999,C,0010: CATEGORICAL GRANT:  LEAD;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,f,f,f,O
3148020,MASSACHUSETTS,G,F101,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,O
2571715.95,VIRGINIA,A,R499,A,0073: HOMELAND SEC:  PROTECTION OF EPA PERSONNEL & INFRASTRUCTURE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
204255,MASSACHUSETTS,A,R408,A,0000: UNKNOWN;0050: COMPLIANCE MONITORING;3050: COMPLIANCE MONITORING,f,f,f,O
5653310,TENNESSEE,A,R499,C,00A1: RCRA:  WASTE MANAGEMENT;00D2: SUPERFUND:  REMEDIAL;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
